Customer Name,Refractory,Lining type,campaign,Heat number (life number),Total Heat Time previous (minutes),Total Heat Time (minutes),Scrap (MT),Sponge (MT),Hot Heel (MT),Alloys (MT),Input (MT),Final C%,Tapping Temperature,Output (MT),Output + Next Hot Heel (MT),Input energy previous (KWH),Input energy (KWH),Previous Voltage,Previous Frequency,Previous Rating of the Furnace,Voltage,Frequency,Rating of the furnace (KW),Melt rate (MT/Hr),Efficiency (MT/KWH),Number of capacitors removed,Refractory lining before heating,Refractory lining after heating,Previous Input,Previous Output,Power,Power previous,Carbon addition (Kg),SiMn addition (Kg),Pig iron addition (MT) ,Scrap (KG),Output (KG),Pig iron (KG),Lumps(%),Pellets(%),Fines(%),Pellets(kg),Lumps(Kg),Fines (Kg)
HRG,NRM,NL,65,71,145.0,150.0,3.0,5.32,,0.0,8.32,,1642.0,7.3,7.3,5100.0,4900.0,2800.0,545.0,,2800.0,545.0,,2.92,0.001519608,,2.6280864197530867,2.570987654320988,8.9,7.75,1960,2110.34,,,0.5,3000.0,7300.0,500.0,0.0,46.84,,3800.0,,
HRG,NRM,NL,65,72,150.0,150.0,2.8,5.37,,0.0,8.17,,1640.0,7.15,7.15,4900.0,4700.0,2800.0,545.0,,2800.0,545.0,,2.86,0.001489796,,2.570987654320988,2.5138888888888893,8.32,7.3,1880,1960,,,0.55,2800.0,7150.0,550.0,0.0,47.17,,3800.0,,
HRG,NRM,NL,65,73,150.0,160.0,3.5,5.94,,0.0,9.44,,1642.0,8.3,8.3,4700.0,5400.0,2800.0,545.0,,2800.0,545.0,,3.11,0.001521277,,2.5138888888888893,2.4567901234567904,8.17,7.15,2025,1880,,,0.4,3500.0,8300.0,400.0,0.0,46.42,,4400.0,,
HRG,NRM,NL,65,74,160.0,140.0,3.0,5.32,,0.0,8.32,,1640.0,7.3,7.3,5400.0,5400.0,2800.0,545.0,,2800.0,550.0,,3.13,0.001537037,,2.4567901234567904,2.3996913580246915,9.44,8.3,2314.29,2025,,,0.5,3000.0,7300.0,500.0,0.0,46.01,,3800.0,,
HRG,NRM,NL,65,75,140.0,150.0,2.8,6.04,,0.0,8.84,,1642.0,7.7,7.7,5400.0,4900.0,2800.0,550.0,,2800.0,550.0,,3.08,0.001351852,,2.3996913580246915,2.3425925925925926,8.32,7.3,1960,2314.29,,,0.5,2800.0,7700.0,500.0,0.0,50.59,,4400.0,,
HRG,NRM,NL,65,76,150.0,160.0,2.8,5.37,,0.0,8.17,,1640.0,7.15,7.15,4900.0,4700.0,2800.0,550.0,,2800.0,550.0,,2.68,0.001571429,,2.3425925925925926,2.2854938271604937,8.84,7.7,1762.5,1960,,,0.55,2800.0,7150.0,550.0,0.0,47.06,,3800.0,,
HRG,NRM,NL,65,77,160.0,130.0,3.0,5.32,,0.0,8.32,,1642.0,7.3,7.3,4700.0,5400.0,2800.0,550.0,,2800.0,555.0,,3.37,0.001521277,,2.2854938271604937,2.2283950617283956,8.17,7.15,2492.31,1762.5,,,0.5,3000.0,7300.0,500.0,0.0,46.84,,3800.0,,
HRG,NRM,NL,65,78,130.0,150.0,2.8,6.1,,0.0,8.9,,1640.0,7.75,7.75,5400.0,5400.0,2800.0,555.0,,2800.0,555.0,,3.1,0.001351852,,2.2283950617283956,2.1712962962962967,8.32,7.3,2160,2492.31,,,0.55,2800.0,7750.0,550.0,0.0,50.07,,4400.0,,
HRG,NRM,NL,65,79,150.0,250.0,3.5,5.21,,0.0,8.71,,1642.0,7.7,7.7,5400.0,4900.0,2800.0,555.0,,2800.0,555.0,,1.36,0.001435185,,2.1712962962962967,2.114197530864198,8.9,7.75,864.71,2160,,,0.4,3500.0,7700.0,400.0,0.0,43.45,,3800.0,,
HRG,NRM,NL,65,80,250.0,200.0,3.0,6.05,,0.0,9.05,,1636.0,7.9,7.9,4900.0,5300.0,2800.0,555.0,,2800.0,555.0,,2.37,0.001571429,,2.114197530864198,2.057098765432099,8.71,7.7,1590,864.71,,,0.5,3000.0,7900.0,500.0,0.0,48.63,,4400.0,,
HRG,NRM,NL,65,81,200.0,160.0,2.8,5.31,,0.0,8.11,,1660.0,7.1,7.1,5300.0,5100.0,2800.0,555.0,,2800.0,560.0,,2.66,0.001490566,,2.057098765432099,2.0,9.05,7.9,1912.5,1590,,,0.5,2800.0,7100.0,500.0,0.0,47.14,,3800.0,,
