Customer Name,Refractory,Lining type,campaign,Heat number (life number),Total Heat Time previous (minutes),Total Heat Time (minutes),Scrap (MT),Sponge (MT),Hot Heel (MT),Alloys (MT),Input (MT),Final C%,Tapping Temperature ©,Output (MT),Output + Next Hot Heel (MT),Input energy previous (KWH),Input energy (KWH),Previous Voltage,Previous Frequency,Previous Rating of the Furnace,Voltage,Frequency,Rating of the furnace (KW),Melt rate (MT/Hr),Efficiency (MT/KWH),Number of capacitors removed,Refractory lining before heating,Refractory lining after heating,Previous Input,Previous Output,Power,Power previous,Carbon addition (Kg),SiMn addition (Kg),Pig iron addition (MT) ,Scrap (KG),Output (KG),Pig iron (KG),Lumps(%),Pellets(%),Fines(%),Pellets(kg),Lumps(Kg),Fines (Kg)
Godavari,NRM,NL,20,63,175,190,2.5,14.33,,0,16.82926829,,,14.2,14.2,16550,12945,,,,,,,4.484210526,0.001096949,,2.073412698,2,21.51219512,18,4087.894737,5674.285714,,,,,,,25,75,,75,,
Godavari,SRM,NL,21,12,0,165,1.6,7.62,,0.18,9.404390244,,,8,8,0,6920,0,0,,,,,2.909090909,0.001156069,,6.625,2,0,0,2516.363636,0,80,100,,,,,16.5,80,4.5,80,,
Godavari,SRM,NL,22,1,0,200,3.2,9.07,,0.23,12.49585366,,,10.8,10.8,0,9720,0,0,,,,,3.24,0.001111111,,6.625,6.1625,0,0,2916,0,100,130,,,,,16.5,80,4.5,80,,
Godavari,SRM,NL,22,2,200,150,2.4,9.68,,0.21,12.2904878,,,10.5,10.5,9720,9120,,,,,,,4.2,0.001151316,,6.1625,5.7,12.49585366,10.8,3648,2916,60,150,,,,,16.5,80,4.5,80,,
Godavari,SRM,NL,22,3,150,150,1.6,11.03,,0.19,12.81682927,,,10.8,10.8,9120,9640,,,,,,,4.32,0.001120332,,5.7,5.2375,12.2904878,10.5,3856,3648,60,130,,,,,16.5,80,4.5,80,,
Godavari,SRM,NL,22,4,150,180,1.6,12.56,,0.23,14.39341463,,,12.1,12.1,9640,10120,,,,,,,4.033333333,0.001195652,,5.2375,4.775,12.81682927,10.8,3373.333333,3856,80,150,,,,,16.5,80,4.5,80,,
Godavari,SRM,NL,22,5,180,190,1.6,12.45,,0.22,14.27365854,,,12,12,10120,10480,,,,,,,3.789473684,0.001145038,,4.775,4.3125,14.39341463,12.1,3309.473684,3373.333333,80,140,,,,,16.5,80,4.5,80,,
Godavari,SRM,NL,22,6,190,190,1.6,12.69,,0.23,14.51536585,,,12.2,12.2,10480,10680,,,,,,,3.852631579,0.001142322,,4.3125,3.85,14.27365854,12,3372.631579,3309.473684,80,150,,,,,16.5,80,4.5,80,,
Godavari,SRM,NL,22,7,190,190,1.6,12.81,,0.23,14.63731707,,,12.3,12.3,10680,10500,,,,,,,3.884210526,0.001171429,,3.85,3.3875,14.51536585,12.2,3315.789474,3372.631579,80,150,,,,,16.5,80,4.5,80,,
Godavari,SRM,NL,22,8,190,170,1.6,10.99,,0.22,12.8102439,,,10.8,10.8,10500,9280,,,,,,,3.811764706,0.001163793,,3.3875,2.925,14.63731707,12.3,3275.294118,3315.789474,80,140,,,,,16.5,76.5,7,76.5,,
Godavari,SRM,NL,22,9,170,170,2.4,10.91,,0.2,13.51219512,,,11.5,11.5,9280,9480,,,,,,,4.058823529,0.00121308,,2.925,2.4625,12.8102439,10.8,3345.882353,3275.294118,50,150,,,,,16.5,76.5,7,76.5,,
Godavari,SRM,NL,22,10,170,250,1.6,12.70,,0.22,14.51756098,,,12.2,12.2,9480,11560,,,,,,,2.928,0.001055363,,2.4625,2,13.51219512,11.5,2774.4,3345.882353,70,150,,,,,16.5,76.5,7,76.5,,
Godavari,SRM,NL,23,1,0,270,1.6,13.19,,0.22,15.00536585,,,12.6,12.6,0,11320,0,0,,,,,2.8,0.001113074,,6.625,6.316666667,0,0,2515.555556,0,70,150,,,,,16.5,76.5,7,76.5,,
Godavari,SRM,NL,23,2,270,160,1.6,11.72,,0.22,13.54195122,,,11.4,11.4,11320,9760,,,,,,,4.275,0.001168033,,6.316666667,6.008333333,15.00536585,12.6,3660,2515.555556,80,140,,,,,16.5,76.5,7,76.5,,
Godavari,SRM,NL,23,3,160,190,1.6,11.23,,0.22,13.05414634,,,11,11,9760,9320,,,,,,,3.473684211,0.001180258,,6.008333333,5.7,13.54195122,11.4,2943.157895,3660,80,140,,,,,16.5,76.5,7,76.5,,
Godavari,SRM,NL,23,4,190,210,2.4,11.13,,0.22,13.75170732,,,11.7,11.7,9320,11280,,,,,,,3.342857143,0.001037234,,5.7,5.391666667,13.05414634,11,3222.857143,2943.157895,80,140,,,,,16.5,76.5,7,76.5,,
Godavari,SRM,NL,23,5,210,220,1.6,10.43,,0.18,12.20926829,,,10.3,10.3,11280,8560,,,,,,,2.809090909,0.001203271,,5.391666667,5.083333333,13.75170732,11.7,2334.545455,3222.857143,50,130,,,,,18.4,76,5.6,76,,
Godavari,SRM,NL,23,6,220,180,1.6,12.97,,0.2,14.76585366,,,12.4,12.4,8560,10720,,,,,,,4.133333333,0.001156716,,5.083333333,4.775,12.20926829,10.3,3573.333333,2334.545455,50,150,,,,,18.4,76,5.6,76,,
Godavari,SRM,NL,23,7,180,195,1.6,10.28,,0.2,12.08292683,,,10.2,10.2,10720,9080,,,,,,,3.138461538,0.001123348,,4.775,4.466666667,14.76585366,12.4,2793.846154,3573.333333,70,130,,,,,18.4,76,5.6,76,,
Godavari,SRM,NL,23,8,195,210,1.6,12.71,,0.21,14.5197561,,,12.2,12.2,9080,10600,,,,,,,3.485714286,0.001150943,,4.466666667,4.158333333,12.08292683,10.2,3028.571429,2793.846154,70,140,,,,,18.4,76,5.6,76,,
Godavari,SRM,NL,23,9,210,165,1.6,12.21,,0.22,14.0297561,,,11.8,11.8,10600,9320,,,,,,,4.290909091,0.001266094,,4.158333333,3.85,14.5197561,12.2,3389.090909,3028.571429,80,140,,,,,18.4,76,5.6,76,,
Godavari,SRM,NL,23,10,165,230,1.6,13.16,,0.24,15.00097561,,,12.6,12.6,9320,12880,,,,,,,3.286956522,0.000978261,,3.85,3.541666667,14.0297561,11.8,3360,3389.090909,80,160,,,,,18.4,76,5.6,76,,
Godavari,SRM,NL,23,11,230,140,1.6,10.27,,0.21,12.08073171,,,10.2,10.2,12880,7400,,,,,,,4.371428571,0.001378378,,3.541666667,3.233333333,15.00097561,12.6,3171.428571,3360,80,130,,,,,18.4,76,5.6,76,,
Godavari,SRM,NL,23,12,140,220,1.5,13.16,,0.24,14.89853659,,,12.5,12.5,7400,11920,,,,,,,3.409090909,0.001048658,,3.233333333,2.925,12.08073171,10.2,3250.909091,3171.428571,80,160,,,,,19.3,73.4,7.3,73.4,,
Godavari,SRM,NL,23,13,220,180,1.5,12.79,,0.24,14.53268293,,,12.2,12.2,11920,10480,,,,,,,4.066666667,0.001164122,,2.925,2.616666667,14.89853659,12.5,3493.333333,3250.909091,80,160,,,,,19.3,73.4,7.3,73.4,,
Godavari,SRM,NL,23,14,180,170,1.5,13.65,,0.24,15.38634146,,,12.9,12.9,10480,11030,,,,,,,4.552941176,0.001169538,,2.616666667,2.308333333,14.53268293,12.2,3892.941176,3493.333333,80,160,,,,,19.3,73.4,7.3,73.4,,
Godavari,SRM,NL,23,15,170,180,1.5,13.40,,0.24,15.14243902,,,12.7,12.7,11030,11800,,,,,,,4.233333333,0.001076271,,2.308333333,2,15.38634146,12.9,3933.333333,3892.941176,80,160,,,,,19.3,73.4,7.3,73.4,,
Godavari,SRM,NL,24,1,0,165,1.5,12.29,,0.25,14.04268293,,,11.8,11.8,0,9400,0,0,,,,,4.290909091,0.001255319,,6.625,6.204545455,0,0,3418.181818,0,100,150,,,,,19.3,73.4,7.3,73.4,,
Godavari,SRM,NL,24,2,165,175,1.5,13.01,,0.26,14.77219512,,,12.4,12.4,9400,11960,,,,,,,4.251428571,0.001036789,,6.204545455,5.784090909,14.04268293,11.8,4100.571429,3418.181818,100,160,,,,,19.3,73.4,7.3,73.4,,
Godavari,SRM,NL,24,3,175,160,1.5,12.54,,0.25,14.28658537,,,12,12,11960,10500,,,,,,,4.5,0.001142857,,5.784090909,5.363636364,14.77219512,12.4,3937.5,4100.571429,100,150,,,,,19.3,73.4,7.3,73.4,,
Godavari,SRM,NL,24,4,160,165,1.6,12.66,,0.25,14.51097561,,,12.2,12.2,10500,9920,,,,,,,4.436363636,0.001229839,,5.363636364,4.943181818,14.28658537,12,3607.272727,3937.5,100,150,,,,,19,72,9,72,,
Godavari,SRM,NL,24,5,165,190,1.6,12.42,,0.25,14.26707317,,,12,12,9920,10880,,,,,,,3.789473684,0.001102941,,4.943181818,4.522727273,14.51097561,12.2,3435.789474,3607.272727,90,160,,,,,19,72,9,72,,
Godavari,SRM,NL,24,6,190,140,1.6,9.98,,0.25,11.82804878,,,10,10,10880,8840,,,,,,,4.285714286,0.001131222,,4.522727273,4.102272727,14.26707317,12,3788.571429,3435.789474,100,150,,,,,19,72,9,72,,
Godavari,SRM,NL,24,7,140,160,1.6,12.39,,0.27,14.26268293,,,12,12,8840,10120,,,,,,,4.5,0.001185771,,4.102272727,3.681818182,11.82804878,10,3795,3788.571429,100,170,,,,,19,72,9,72,,
Godavari,SRM,NL,24,8,160,190,1.6,12.73,,0.29,14.62414634,,,12.3,12.3,10120,11240,,,,,,,3.884210526,0.001094306,,3.681818182,3.261363636,14.26268293,12,3549.473684,3795,130,160,,,,,19,72,9,72,,
Godavari,SRM,NL,24,9,190,180,1.6,11.89,,0.28,13.77268293,,,11.6,11.6,11240,10160,,,,,,,3.866666667,0.001141732,,3.261363636,2.840909091,14.62414634,12.3,3386.666667,3549.473684,130,150,,,,,19,72,9,72,,
Godavari,SRM,NL,24,10,180,170,1.6,12.66,,0.25,14.51097561,,,12.2,12.2,10160,9520,,,,,,,4.305882353,0.001281513,,2.840909091,2.420454545,13.77268293,11.6,3360,3386.666667,100,150,,,,,19,72,9,72,,
Godavari,SRM,NL,24,11,170,170,1.6,13.03,,0.25,14.87682927,,,12.5,12.5,9520,10560,,,,,,,4.411764706,0.001183712,,2.420454545,2,14.51097561,12.2,3727.058824,3360,100,150,,,,,19,72,9,72,,
Godavari,SRM,NL,25,1,0,290,1.6,13.72,,0.28,15.60195122,,,13.1,13.1,0,12520,0,0,,,,,2.710344828,0.001046326,,6.625,6.352941176,0,0,2590.344828,0,110,170,,,,,15,77,8,77,,
Godavari,SRM,NL,25,2,290,190,1.6,13.43,,0.32,15.34926829,,,12.9,12.9,12520,11640,,,,,,,4.073684211,0.001108247,,6.352941176,6.080882353,15.60195122,13.1,3675.789474,2590.344828,150,170,,,,,15,77,8,77,,
Godavari,SRM,NL,25,3,190,135,1.6,12.86,,0.29,14.74609756,,,12.4,12.4,11640,8320,,,,,,,5.511111111,0.001490385,,6.080882353,5.808823529,15.34926829,12.9,3697.777778,3675.789474,120,170,,,,,15,77,8,77,,
Godavari,SRM,NL,25,4,135,135,1.6,10.23,,0.24,12.07414634,,,10.2,10.2,8320,8760,,,,,,,4.533333333,0.001164384,,5.808823529,5.536764706,14.74609756,12.4,3893.333333,3697.777778,100,140,,,,,15,77,8,77,,
Godavari,SRM,NL,25,5,135,190,1.6,13.11,,0.28,14.99219512,,,12.6,12.6,8760,10400,,,,,,,3.978947368,0.001211538,,5.536764706,5.264705882,12.07414634,10.2,3284.210526,3893.333333,100,180,,,,,15,77,8,77,,
Godavari,SRM,NL,25,6,190,165,1.6,11.54,,0.27,13.40902439,,,11.3,11.3,10400,10080,,,,,,,4.109090909,0.001121032,,5.264705882,4.992647059,14.99219512,12.6,3665.454545,3284.210526,100,170,,,,,15,77,8,77,,
Godavari,SRM,NL,25,7,165,175,1.6,12.39,,0.27,14.26268293,,,12,12,10080,10120,,,,,,,4.114285714,0.001185771,,4.992647059,4.720588235,13.40902439,11.3,3469.714286,3665.454545,100,170,,,,,15,77,8,77,,
Godavari,SRM,NL,25,8,175,90,1.6,6.76,,0.19,8.548536585,,,7.3,7.3,10120,6120,,,,,,,4.866666667,0.00119281,,4.720588235,4.448529412,14.26268293,12,4080,3469.714286,80,110,,,,,15,77,8,77,,
Godavari,SRM,NL,25,9,90,0,1.6,10.27,,0.21,12.08073171,,,10.2,10.2,6120,8360,,,,,,,#DIV/0!,0.001220096,,4.448529412,4.176470588,8.548536585,7.3,#DIV/0!,4080,80,130,,,,,20,60,20,60,,
Godavari,SRM,NL,25,10,0,0,1.6,12.86,,0.29,14.74609756,,,12.4,12.4,8360,10000,,,,,,,#DIV/0!,0.00124,,4.176470588,3.904411765,12.08073171,10.2,#DIV/0!,#DIV/0!,120,170,,,,,20,60,20,60,,
Godavari,SRM,NL,25,11,0,0,1.6,11.73,,0.31,13.64414634,,,11.5,11.5,10000,9960,,,,,,,#DIV/0!,0.001154618,,3.904411765,3.632352941,14.74609756,12.4,#DIV/0!,#DIV/0!,120,190,,,,,20,60,20,60,,
Godavari,SRM,NL,25,12,0,0,1.6,13.84,,0.285,15.72280488,,,13.2,13.2,9960,12240,,,,,,,#DIV/0!,0.001078431,,3.632352941,3.360294118,13.64414634,11.5,#DIV/0!,#DIV/0!,100,185,,,,,20,60,20,60,,
Godavari,SRM,NL,25,13,0,0,1.6,12.51,,0.275,14.38353659,,,12.1,12.1,12240,12080,,,,,,,#DIV/0!,0.001001656,,3.360294118,3.088235294,15.72280488,13.2,#DIV/0!,#DIV/0!,100,175,,,,,20,60,20,60,,
Godavari,SRM,NL,25,14,0,0,1.6,13.23,,0.28,15.11414634,,,12.7,12.7,12080,10190,,,,,,,#DIV/0!,0.00124632,,3.088235294,2.816176471,14.38353659,12.1,#DIV/0!,#DIV/0!,130,150,,,,,20,60,20,60,,
Godavari,SRM,NL,25,15,0,0,1.6,12.51,,0.27,14.38463415,,,12.1,12.1,10190,11320,,,,,,,#DIV/0!,0.001068905,,2.816176471,2.544117647,15.11414634,12.7,#DIV/0!,#DIV/0!,120,150,,,,,20,60,20,60,,
Godavari,SRM,NL,25,16,0,0,1.6,10.32,,0.27,12.1895122,,,10.3,10.3,11320,9520,,,,,,,#DIV/0!,0.001081933,,2.544117647,2.272058824,14.38463415,12.1,#DIV/0!,#DIV/0!,120,150,,,,,20,60,20,60,,
Godavari,SRM,NL,25,17,0,185,1.6,13.03,,0.25,14.87682927,,,12.5,12.5,9520,11440,,,,,,,4.054054054,0.001092657,,2.272058824,2,12.1895122,10.3,3710.27027,#DIV/0!,100,150,,,,,16,68,16,68,,
Godavari,SRM,NL,26,1,0,190,1.6,13.26,,0.26,15.11853659,,,12.7,12.7,0,11640,0,0,,,,,4.010526316,0.001091065,,6.625,6.352941176,0,0,3675.789474,0,100,160,,,,,16,68,16,68,,
Godavari,SRM,NL,26,2,190,175,1.6,13.13,,0.265,14.9954878,,,12.6,12.6,11640,14400,,,,,,,4.32,0.000875,,6.352941176,6.080882353,15.11853659,12.7,4937.142857,3675.789474,100,165,,,,,16,68,16,68,,
Godavari,SRM,NL,26,3,175,185,1.6,12.77,,0.26,14.63073171,,,12.3,12.3,14400,12400,,,,,,,3.989189189,0.000991935,,6.080882353,5.808823529,14.9954878,12.6,4021.621622,4937.142857,100,160,,,,,16,68,16,68,,
Godavari,SRM,NL,26,4,185,190,1.6,12.51,,0.27,14.38463415,,,12.1,12.1,12400,7880,,,,,,,3.821052632,0.001535533,,5.808823529,5.536764706,14.63073171,12.3,2488.421053,4021.621622,100,170,,,,,16,68,16,68,,
Godavari,SRM,NL,26,5,190,170,1.6,12.40,,0.26,14.26487805,,,12,12,7880,10240,,,,,,,4.235294118,0.001171875,,5.536764706,5.264705882,14.38463415,12.1,3614.117647,2488.421053,100,160,,,,,16,68,16,68,,
Godavari,SRM,NL,26,6,170,190,1.6,12.53,,0.26,14.38682927,,,12.1,12.1,10240,11000,,,,,,,3.821052632,0.0011,,5.264705882,4.992647059,14.26487805,12,3473.684211,3614.117647,100,160,,,,,16,68,16,68,,
Godavari,SRM,NL,26,7,190,450,1.6,12.48,,0.3,14.37804878,,,12.1,12.1,11000,11360,,,,,,,1.613333333,0.001065141,,4.992647059,4.720588235,14.38682927,12.1,1514.666667,3473.684211,100,200,,,,,15,81,4,81,,
Godavari,SRM,NL,26,8,450,180,1.6,12.21,,0.32,14.1297561,,,11.9,11.9,11360,11080,,,,,,,3.966666667,0.001074007,,4.720588235,4.448529412,14.37804878,12.1,3693.333333,1514.666667,120,200,,,,,15,81,4,81,,
Godavari,SRM,NL,26,9,180,150,1.6,11.50,,0.3,13.40243902,,,11.3,11.3,11080,11160,,,,,,,4.52,0.001012545,,4.448529412,4.176470588,14.1297561,11.9,4464,3693.333333,100,200,,,,,15,81,4,81,,
Godavari,SRM,NL,26,10,150,190,1.6,12.83,,0.31,14.74170732,,,12.4,12.4,11160,8480,,,,,,,3.915789474,0.001462264,,4.176470588,3.904411765,13.40243902,11.3,2677.894737,4464,110,200,,,,,15,81,4,81,,
Godavari,SRM,NL,26,11,190,170,1.6,12.70,,0.32,14.61756098,,,12.3,12.3,8480,9400,,,,,,,4.341176471,0.001308511,,3.904411765,3.632352941,14.74170732,12.4,3317.647059,2677.894737,120,200,,,,,15,81,4,81,,
Godavari,SRM,NL,26,12,170,160,1.6,11.78,,0.27,13.65292683,,,11.5,11.5,9400,10880,,,,,,,4.3125,0.001056985,,3.632352941,3.360294118,14.61756098,12.3,4080,3317.647059,120,150,,,,,15,81,4,81,,
Godavari,SRM,NL,26,13,160,170,1.6,12.14,,0.28,14.01658537,,,11.8,11.8,10880,8920,,,,,,,4.164705882,0.00132287,,3.360294118,3.088235294,13.65292683,11.5,3148.235294,4080,110,170,,,,,19,62,19,62,,
Godavari,SRM,NL,26,14,170,250,1.6,14.15,,0.33,16.07878049,,,13.5,13.5,8920,12440,,,,,,,3.24,0.001085209,,3.088235294,2.816176471,14.01658537,11.8,2985.6,3148.235294,110,220,,,,,19,62,19,62,,
Godavari,SRM,NL,26,15,250,145,1.6,9.33,,0.28,11.21170732,,,9.5,9.5,12440,9240,,,,,,,3.931034483,0.001028139,,2.816176471,2.544117647,16.07878049,13.5,3823.448276,2985.6,110,170,,,,,19,62,19,62,,
Godavari,SRM,NL,26,16,145,190,1.6,12.93,,0.33,14.85926829,,,12.5,12.5,9240,11280,,,,,,,3.947368421,0.001108156,,2.544117647,2.272058824,11.21170732,9.5,3562.105263,3823.448276,110,220,,,,,19,62,19,62,,
Godavari,SRM,NL,26,17,190,180,1.6,12.93,,0.33,14.85926829,,,12.5,12.5,11280,11440,,,,,,,4.166666667,0.001092657,,2.272058824,2,14.85926829,12.5,3813.333333,3562.105263,110,220,,,,,19,62,19,62,,
Godavari,SRM,NL,27,1,0,215,1.6,11.36,,0.32,13.27609756,,,11.2,11.2,0,11320,0,0,,,,,3.125581395,0.000989399,,6.625,6.1625,0,0,3159.069767,0,120,200,,,,,19,62,19,62,,
Godavari,SRM,NL,27,2,215,185,1.6,13.70,,0.3,15.59756098,,,13.1,13.1,11320,12160,,,,,,,4.248648649,0.001077303,,6.1625,5.7,13.27609756,11.2,3943.783784,3159.069767,120,180,,,,,19,62,19,62,,
Godavari,SRM,NL,27,3,185,185,1.6,13.31,,0.32,15.22731707,,,12.8,12.8,12160,12520,,,,,,,4.151351351,0.001022364,,5.7,5.2375,15.59756098,13.1,4060.540541,3943.783784,100,220,,,,,12.6,76.4,11,76.4,,
Godavari,SRM,NL,27,4,185,230,1.6,11.50,,0.3,13.40243902,,,11.3,11.3,12520,10120,,,,,,,2.947826087,0.001116601,,5.2375,4.775,15.22731707,12.8,2640,4060.540541,100,200,,,,,12.6,76.4,11,76.4,,
Godavari,SRM,NL,27,5,230,200,1.6,11.14,,0.3,13.03658537,,,11,11,10120,12080,,,,,,,3.3,0.000910596,,4.775,4.3125,13.40243902,11.3,3624,2640,100,200,,,,,12.6,76.4,11,76.4,,
Godavari,SRM,NL,27,6,200,170,1.6,11.75,,0.3,13.64634146,,,11.5,11.5,12080,9540,,,,,,,4.058823529,0.001205451,,4.3125,3.85,13.03658537,11,3367.058824,3624,100,200,,,,,12.6,76.4,11,76.4,,
Godavari,SRM,NL,27,7,170,200,1.6,12.60,,0.3,14.5,,,12.2,12.2,9540,9720,,,,,,,3.66,0.001255144,,3.85,3.3875,13.64634146,11.5,2916,3367.058824,100,200,,,,,12.6,76.4,11,76.4,,
Godavari,SRM,NL,27,8,200,300,1.5,14.84,,0.26,16.60146341,,,13.9,13.9,9720,15040,,,,,,,2.78,0.000924202,,3.3875,2.925,14.5,12.2,3008,2916,100,160,,,,,10,85,5,85,,
Godavari,SRM,NL,27,9,300,340,1.6,11.33,,0.24,13.17170732,,,11.1,11.1,15040,9600,,,,,,,1.958823529,0.00115625,,2.925,2.4625,16.60146341,13.9,1694.117647,3008,100,140,,,,,10,85,5,85,,
Godavari,SRM,NL,27,10,340,735,1.5,14.22,,0.27,15.9895122,,,13.4,13.4,9600,13520,,,,,,,1.093877551,0.000991124,,2.4625,2,13.17170732,11.1,1103.673469,1694.117647,100,170,,,,,10,85,5,85,,
Godavari,SRM,NL,28,1,0,270,1.5,12.40,,0.26,14.16243902,,,11.9,11.9,0,11360,0,0,,,,,2.644444444,0.001047535,,6.625,6.204545455,0,0,2524.444444,0,120,140,,,,,10,85,5,85,,
Godavari,SRM,NL,28,2,270,590,1.5,13.88,,0.25,15.62804878,,,13.1,13.1,11360,12840,,,,,,,1.33220339,0.001020249,,6.204545455,5.784090909,14.16243902,11.9,1305.762712,2524.444444,100,150,,,,,10,85,5,85,,
Godavari,SRM,NL,28,3,590,190,1.5,11.95,,0.23,13.68121951,,,11.5,11.5,12840,10960,,,,,,,3.631578947,0.00104927,,5.784090909,5.363636364,15.62804878,13.1,3461.052632,1305.762712,80,150,,,,,10,85,5,85,,
Godavari,SRM,NL,28,4,190,180,1.5,12.18,,0.24,13.92292683,,,11.7,11.7,10960,10280,,,,,,,3.9,0.001138132,,5.363636364,4.943181818,13.68121951,11.5,3426.666667,3461.052632,80,160,,,,,10,85,5,85,,
Godavari,SRM,NL,28,5,180,190,1.6,12.44,,0.23,14.27146341,,,12,12,10280,10760,,,,,,,3.789473684,0.001115242,,4.943181818,4.522727273,13.92292683,11.7,3397.894737,3426.666667,80,150,,,,,17,74,9,74,,
Godavari,SRM,NL,28,6,190,185,1.6,12.44,,0.23,14.27146341,,,12,12,10760,10880,,,,,,,3.891891892,0.001102941,,4.522727273,4.102272727,14.27146341,12,3528.648649,3397.894737,80,150,,,,,17,74,9,74,,
Godavari,SRM,NL,28,7,185,200,1.6,12.19,,0.235,14.02646341,,,11.8,11.8,10880,10480,,,,,,,3.54,0.001125954,,4.102272727,3.681818182,14.27146341,12,3144,3528.648649,80,155,,,,,17,74,9,74,,
Godavari,SRM,NL,28,8,200,155,1.6,10.86,,0.23,12.68609756,,,10.7,10.7,10480,8840,,,,,,,4.141935484,0.001210407,,3.681818182,3.261363636,14.02646341,11.8,3421.935484,3144,80,150,,,,,17,74,9,74,,
Godavari,SRM,NL,28,9,155,180,1.6,12.68,,0.235,14.51426829,,,12.2,12.2,8840,11200,,,,,,,4.066666667,0.001089286,,3.261363636,2.840909091,12.68609756,10.7,3733.333333,3421.935484,80,155,,,,,17,74,9,74,,
Godavari,SRM,NL,28,10,180,180,1.6,13.62,,0.26,15.48439024,,,13,13,11200,11680,,,,,,,4.333333333,0.001113014,,2.840909091,2.420454545,14.51426829,12.2,3893.333333,3733.333333,90,170,,,,,17,74,9,74,,
Godavari,SRM,NL,28,11,180,180,1.6,13.76,,0.25,15.60853659,,,13.1,13.1,11680,11640,,,,,,,4.366666667,0.00112543,,2.420454545,2,15.48439024,13,3880,3893.333333,90,160,,,,,17,74,9,74,,
Godavari,SRM,NL,29,1,0,240,2,13.15,,0.26,15.40634146,,,13,13,0,12400,0,0,,,,,3.25,0.001048387,,6.625,6.316666667,0,0,3100,0,100,160,,,,,15,77,8,77,,
Godavari,SRM,NL,29,2,240,190,2,12.55,,0.25,14.79878049,,,12.5,12.5,12400,11480,,,,,,,3.947368421,0.00108885,,6.316666667,6.008333333,15.40634146,13,3625.263158,3100,100,150,,,,,15,77,8,77,,
Godavari,SRM,NL,29,3,190,150,2,10.74,,0.235,12.97280488,,,11,11,11480,9680,,,,,,,4.4,0.001136364,,6.008333333,5.7,14.79878049,12.5,3872,3625.263158,100,135,,,,,15,77,8,77,,
Godavari,SRM,NL,29,4,150,180,2,13.05,,0.24,15.28878049,,,12.9,12.9,9680,11040,,,,,,,4.3,0.001168478,,5.7,5.391666667,12.97280488,11,3680,3872,100,140,,,,,15,77,8,77,,
Godavari,SRM,NL,29,5,180,150,2,12.93,,0.24,15.16682927,,,12.8,12.8,11040,9960,,,,,,,5.12,0.001285141,,5.391666667,5.083333333,15.28878049,12.9,3984,3680,100,140,,,,,15,77,8,77,,
Godavari,SRM,NL,29,6,150,190,2,12.91,,0.25,15.16463415,,,12.8,12.8,9960,11040,,,,,,,4.042105263,0.00115942,,5.083333333,4.775,15.16682927,12.8,3486.315789,3984,100,150,,,,,15,77,8,77,,
Godavari,SRM,NL,29,7,190,180,2,11.73,,0.22,13.95170732,,,11.8,11.8,11040,10400,,,,,,,3.933333333,0.001134615,,4.775,4.466666667,15.16463415,12.8,3466.666667,3486.315789,80,140,,,,,15,77,8,77,,
Godavari,SRM,NL,29,8,180,200,2,12.56,,0.24,14.80097561,,,12.5,12.5,10400,11440,,,,,,,3.75,0.001092657,,4.466666667,4.158333333,13.95170732,11.8,3432,3466.666667,80,160,,,,,15,77,8,77,,
Godavari,SRM,NL,29,9,200,170,1.6,13.16,,0.24,15.00097561,,,12.6,12.6,11440,10920,,,,,,,4.447058824,0.001153846,,4.158333333,3.85,14.80097561,12.5,3854.117647,3432,80,160,,,,,18,74,8,74,,
Godavari,SRM,NL,29,10,170,135,1.6,10.73,,0.23,12.56414634,,,10.6,10.6,10920,8720,,,,,,,4.711111111,0.001215596,,3.85,3.541666667,15.00097561,12.6,3875.555556,3854.117647,80,150,,,,,18,74,8,74,,
Godavari,SRM,NL,29,11,135,185,1.6,13.05,,0.23,14.88121951,,,12.5,12.5,8720,11080,,,,,,,4.054054054,0.001128159,,3.541666667,3.233333333,12.56414634,10.6,3593.513514,3875.555556,80,150,,,,,18,74,8,74,,
Godavari,SRM,NL,29,12,185,170,1.6,11.72,,0.22,13.54195122,,,11.4,11.4,11080,10000,,,,,,,4.023529412,0.00114,,3.233333333,2.925,14.88121951,12.5,3529.411765,3593.513514,80,140,,,,,18,74,8,74,,
Godavari,SRM,NL,29,13,170,180,1.6,12.21,,0.22,14.0297561,,,11.8,11.8,10000,10680,,,,,,,3.933333333,0.001104869,,2.925,2.616666667,13.54195122,11.4,3560,3529.411765,80,140,,,,,18,74,8,74,,
Godavari,SRM,NL,29,14,180,210,1.6,12.44,,0.23,14.27146341,,,12,12,10680,12000,,,,,,,3.428571429,0.001,,2.616666667,2.308333333,14.0297561,11.8,3428.571429,3560,80,150,,,,,18,74,8,74,,
Godavari,SRM,NL,29,15,210,180,1.6,-2.19,,0.23,-0.362682927,,,0,0,12000,10720,,,,,,,0,0,,2.308333333,2,14.27146341,12,3573.333333,3428.571429,80,150,,,,,18,74,8,74,,
Godavari,SRM,NL,30,1,0,155,1.6,11.36,,0.215,13.17719512,,,11.1,11.1,0,9440,0,0,,,,,4.296774194,0.001175847,,6.625,5.854166667,0,0,3654.193548,0,80,135,,,,,18,74,8,74,,
Godavari,SRM,NL,30,2,155,170,2,11.72,,0.23,13.9495122,,,11.8,11.8,9440,12040,,,,,,,4.164705882,0.000980066,,5.854166667,5.083333333,13.17719512,11.1,4249.411765,3654.193548,80,150,,,,,14,79,7,79,,
